Team ID,Team Name,League,Player ID,Player Name,Position,Position Rank,Height,Weight,overall_rating,potential_rating,stat
408,Albacete BP,Spanish Segunda División,21,Maestre,Center Defensive Midfielder,#14,74.4,170,64,64,"1,607"
408,Albacete BP,Spanish Segunda División,22,Sergi García,Center Attacking Midfielder,#22,78,172,62,70,"1,636"
408,Albacete BP,Spanish Segunda División,23,Javi Jiménez,Center Back,#4,72,163,62,69,"1,432"
408,Albacete BP,Spanish Segunda División,24,Alcedo,Left Back,#26,61.2,165,62,68,"1,503"
408,Albacete BP,Spanish Segunda División,25,E. Attipoe,Right Back,#27,61.2,165,61,71,"1,469"
408,Albacete BP,Spanish Segunda División,26,Fran Álvarez,Center Attacking Midfielder,#8,61.2,154,61,66,"1,609"
408,Albacete BP,Spanish Segunda División,27,Dani González,Striker,#29,74.4,172,60,75,"1,378"
408,Albacete BP,Spanish Segunda División,28,Tommy,Goalkeeper,#32,72,168,57,72,919
409,Grasshopper Club Zürich,Swiss Super League,1,André Moreira,Goalkeeper,#1,76.8,212,70,74,"1,147"
409,Grasshopper Club Zürich,Swiss Super League,2,Guilherme Schettine,Striker,#95,61.32,165,70,71,"1,715"
409,Grasshopper Club Zürich,Swiss Super League,3,Hayao Kawabe,Right Midfielder,#40,61.2,154,70,71,"1,946"
409,Grasshopper Club Zürich,Swiss Super League,4,Tomás Ribeiro,Center Back,#14,73.2,170,69,78,"1,582"
409,Grasshopper Club Zürich,Swiss Super League,5,Christián Herc,Right Midfielder,#28,73.2,159,68,75,"1,828"
409,Grasshopper Club Zürich,Swiss Super League,6,Dominik Schmid,Center Midfielder,#31,72,161,68,73,"1,838"
409,Grasshopper Club Zürich,Swiss Super League,7,Lei Li,Left Back,#4,72,165,68,68,"1,828"
409,Grasshopper Club Zürich,Swiss Super League,8,Ayumu Seko,Center Back,#15,72,159,67,75,"1,574"
409,Grasshopper Club Zürich,Swiss Super League,9,Petar Pušić,Right Midfielder,#10,68.4,137,67,73,"1,819"
409,Grasshopper Club Zürich,Swiss Super League,10,T. Ndenge,Center Defensive Midfielder,#7,74.4,185,67,72,"1,813"
409,Grasshopper Club Zürich,Swiss Super League,11,Noah Loosli,Center Back,#41,73.2,185,67,72,"1,592"
409,Grasshopper Club Zürich,Swiss Super League,12,Amir Abrashi,Center Defensive Midfielder,#6,69.6,163,67,67,"1,737"
409,Grasshopper Club Zürich,Swiss Super League,13,Bendegúz Bolla,Right Wing Back,#77,72,172,66,75,"1,671"
409,Grasshopper Club Zürich,Swiss Super League,14,Renat Dadashov,Striker,#27,74.4,181,66,73,"1,627"
409,Grasshopper Club Zürich,Swiss Super League,15,G. Margreitter,Center Back,#33,73.2,192,65,65,"1,334"
409,Grasshopper Club Zürich,Swiss Super League,16,Sang Bin Jeong,Right Midfielder,#29,70.8,159,64,77,"1,641"
409,Grasshopper Club Zürich,Swiss Super League,17,Nadjack,Right Back,#25,61.32,176,64,64,"1,660"
409,Grasshopper Club Zürich,Swiss Super League,18,Meritan Shabani,Center Attacking Midfielder,#23,73.2,168,63,69,"1,578"
409,Grasshopper Club Zürich,Swiss Super League,19,Giotto Morandi,Right Midfielder,#22,61.32,170,62,69,"1,728"
409,Grasshopper Club Zürich,Swiss Super League,20,Francis Momoh,Striker,#59,74.4,185,61,72,"1,529"
409,Grasshopper Club Zürich,Swiss Super League,21,S. Demhasaj,Striker,#9,75.6,172,61,62,"1,487"
409,Grasshopper Club Zürich,Swiss Super League,22,Lévi Ntumba,Goalkeeper,#93,76.8,181,60,72,948
409,Grasshopper Club Zürich,Swiss Super League,23,Dion Kacuri,Center Attacking Midfielder,#17,75.6,176,57,75,"1,467"
409,Grasshopper Club Zürich,Swiss Super League,24,Florian Hoxha,Left Wing Back,#73,61.2,157,57,68,"1,449"
409,Grasshopper Club Zürich,Swiss Super League,25,Justin Hammel,Goalkeeper,#71,73.2,185,56,65,893
409,Grasshopper Club Zürich,Swiss Super League,26,F. De Carvalho,Right Midfielder,#57,70.8,157,54,72,"1,304"
410,Aberdeen,Scottish Premiership,1,Luis Lopes,Striker,#11,72,165,70,74,"1,730"
410,Aberdeen,Scottish Premiership,2,Ross McCrorie,Center Defensive Midfielder,#2,74.4,176,69,74,"1,839"
410,Aberdeen,Scottish Premiership,3,Kelle Roos,Goalkeeper,#24,78,198,69,69,"1,152"
410,Aberdeen,Scottish Premiership,4,Bojan Miovski,Striker,#9,74.4,181,68,77,"1,597"
410,Aberdeen,Scottish Premiership,5,C. Ramirez,Striker,#99,74.4,187,68,68,"1,659"
410,Aberdeen,Scottish Premiership,6,Hayden Coulson,Left Back,#22,69.6,154,67,71,"1,647"
410,Aberdeen,Scottish Premiership,7,Ylber Ramadani,Center Defensive Midfielder,#16,73.2,159,67,69,"1,754"
410,Aberdeen,Scottish Premiership,8,Jonny Hayes,Left Back,#17,69.6,161,67,67,"1,903"
410,Aberdeen,Scottish Premiership,9,L. Clarkson,Center Midfielder,#29,70.8,146,66,79,"1,828"
410,Aberdeen,Scottish Premiership,10,V. Besuijen,Right Midfielder,#10,68.4,137,66,75,"1,541"
410,Aberdeen,Scottish Premiership,11,Anthony Stewart,Center Back,#5,72,168,66,66,"1,473"
410,Aberdeen,Scottish Premiership,12,Connor Barron,Center Defensive Midfielder,#8,70.8,146,65,78,"1,807"
410,Aberdeen,Scottish Premiership,13,Liam Scales,Center Back,#4,74.4,187,65,72,"1,725"
410,Aberdeen,Scottish Premiership,14,Matty Kennedy,Right Midfielder,#33,70.8,150,65,65,"1,795"
410,Aberdeen,Scottish Premiership,15,Joe Lewis,Goalkeeper,#1,79.2,187,65,65,"1,173"
410,Aberdeen,Scottish Premiership,16,Marley Watkins,Center Forward,#15,61.2,143,64,64,"1,653"
410,Aberdeen,Scottish Premiership,17,Jack MacKenzie,Left Back,#3,75.6,143,63,72,"1,516"
410,Aberdeen,Scottish Premiership,18,J. Richardson,Right Back,#25,72,165,62,71,"1,571"
410,Aberdeen,Scottish Premiership,19,Callum Roberts,Center Attacking Midfielder,#37,69.6,143,62,63,"1,543"
410,Aberdeen,Scottish Premiership,20,Shayden Morris,Right Midfielder,#7,72,143,60,70,"1,418"
410,Aberdeen,Scottish Premiership,21,Dante Polvara,Center Midfielder,#21,78,179,58,67,"1,540"
410,Aberdeen,Scottish Premiership,22,Ryan Duncan,Center Attacking Midfielder,#23,61.2,148,56,76,"1,496"
410,Aberdeen,Scottish Premiership,23,Jack Milne,Center Back,#28,76.8,179,54,70,"1,385"
410,Aberdeen,Scottish Premiership,24,Dylan Lobban,Center Attacking Midfielder,#51,70.8,150,53,79,"1,422"
410,Aberdeen,Scottish Premiership,25,Liam Harvey,Striker,#48,61.2,154,53,76,"1,273"
411,Hibernian,Scottish Premiership,1,Martin Boyle,Right Midfielder,#77,69.6,154,72,72,"1,846"
411,Hibernian,Scottish Premiership,2,Ryan Porteous,Center Back,#5,74.4,165,71,76,"1,774"
411,Hibernian,Scottish Premiership,3,Kevin Nisbet,Striker,#15,61.32,165,70,73,"1,799"
411,Hibernian,Scottish Premiership,4,David Marshall,Goalkeeper,#1,74.4,181,69,69,"1,201"
411,Hibernian,Scottish Premiership,5,Chris Cadden,Right Back,#12,72,168,68,69,"1,848"
411,Hibernian,Scottish Premiership,6,Élie Youan,Striker,#23,72,154,67,74,"1,731"
411,Hibernian,Scottish Premiership,7,Aiden McGeady,Center Attacking Midfielder,#46,61.2,161,67,67,"1,774"
411,Hibernian,Scottish Premiership,8,Joe Newell,Center Defensive Midfielder,#11,73.2,157,67,67,"1,823"
411,Hibernian,Scottish Premiership,9,Paul Hanlon,Center Back,#4,61.32,154,67,67,"1,616"
411,Hibernian,Scottish Premiership,10,Rocky Bushiri,Center Back,#33,74.4,201,66,70,"1,426"
411,Hibernian,Scottish Premiership,11,Josh Campbell,Right Midfielder,#32,72,161,65,70,"1,843"
411,Hibernian,Scottish Premiership,12,Kyle Magennis,Right Midfielder,#7,61.32,161,65,70,"1,870"
411,Hibernian,Scottish Premiership,13,J. Doyle-Hayes,Center Midfielder,#8,70.8,150,65,68,"1,807"
411,Hibernian,Scottish Premiership,14,M. Čabraja,Left Wing Back,#3,72,174,65,66,"1,730"
411,Hibernian,Scottish Premiership,15,Harry McKirdy,Right Midfielder,#22,70.8,148,65,65,"1,689"
411,Hibernian,Scottish Premiership,16,D. Mitchell,Left Midfielder,#19,61.2,157,65,65,"1,817"
411,Hibernian,Scottish Premiership,17,Will Fish,Center Back,#25,73.2,161,64,74,"1,475"
411,Hibernian,Scottish Premiership,18,Nohan Kenneh,Center Defensive Midfielder,#6,75.6,168,64,74,"1,651"
411,Hibernian,Scottish Premiership,19,Lewis Stevenson,Left Back,#16,68.4,148,64,64,"1,699"
411,Hibernian,Scottish Premiership,20,Ewan Henderson,Center Attacking Midfielder,#18,73.2,150,63,71,"1,687"
411,Hibernian,Scottish Premiership,21,Ryan Schofield,Goalkeeper,#13,75.6,154,63,70,912
411,Hibernian,Scottish Premiership,22,M. Kukharevych,Striker,#99,76.8,174,63,70,"1,528"
411,Hibernian,Scottish Premiership,23,Lewis Miller,Center Back,#2,74.4,183,62,71,"1,572"
411,Hibernian,Scottish Premiership,24,Jair Tavares,Right Midfielder,#10,61.32,152,61,70,"1,548"
411,Hibernian,Scottish Premiership,25,K. Dąbrowski,Goalkeeper,#21,76.8,179,61,69,975
411,Hibernian,Scottish Premiership,26,E. Melkersen,Striker,#20,61.2,148,60,72,"1,553"
411,Hibernian,Scottish Premiership,27,Momodou Bojang,Striker,#17,72,152,58,66,"1,491"
412,Derby County,English League One,1,D. McGoldrick,Striker,#10,72,163,70,70,"1,773"
412,Derby County,English League One,2,Eiran Cashin,Center Back,#6,72,190,69,78,"1,641"
412,Derby County,English League One,3,Jason Knight,Center Midfielder,#38,61.2,159,69,75,"1,910"
412,Derby County,English League One,4,N. Mendez-Laing,Right Midfielder,#11,61.32,170,69,69,"1,816"
412,Derby County,English League One,5,Conor Hourihane,Center Midfielder,#4,61.32,137,69,69,"1,906"
412,Derby County,English League One,6,Max Bird,Center Defensive Midfielder,#8,72,150,68,75,"1,765"
412,Derby County,English League One,7,Joe Wildsmith,Goalkeeper,#1,72,143,68,72,"1,277"
412,Derby County,English League One,8,Craig Forsyth,Left Back,#3,74.4,183,67,67,"1,767"
412,Derby County,English League One,9,Curtis Davies,Center Back,#33,74.4,168,66,66,"1,394"
412,Derby County,English League One,10,James Chester,Center Back,#5,61.32,165,66,66,"1,585"
412,Derby County,English League One,11,James Collins,Striker,#9,74.4,190,66,66,"1,724"
412,Derby County,English League One,12,Tom Barkhuizen,Left Midfielder,#7,61.2,159,66,66,"1,768"
412,Derby County,English League One,13,Louie Sibley,Center Attacking Midfielder,#17,61.32,163,65,74,"1,737"
412,Derby County,English League One,14,Haydon Roberts,Center Back,#15,70.8,150,65,73,"1,761"
412,Derby County,English League One,15,Korey Smith,Center Defensive Midfielder,#12,72,172,65,65,"1,768"
412,Derby County,English League One,16,Joseph Anang,Goalkeeper,#32,72,172,64,70,998
412,Derby County,English League One,17,Lewis Dobbin,Striker,#18,70.8,157,63,75,"1,540"
412,Derby County,English League One,18,Liam Thompson,Center Defensive Midfielder,#16,69.6,150,63,73,"1,654"
412,Derby County,English League One,19,R. Stearman,Center Back,#19,75.6,161,63,63,"1,325"
412,Derby County,English League One,20,Jake Rooney,Center Back,#34,74.4,172,60,73,"1,547"
412,Derby County,English League One,21,William Osula,Center Attacking Midfielder,#23,76.8,179,60,72,"1,491"
412,Derby County,English League One,22,Scott Loach,Goalkeeper,#21,73.2,183,60,60,"1,171"
412,Derby County,English League One,23,Kwaku Oduroh,Right Back,#30,70.8,146,56,68,"1,407"
412,Derby County,English League One,24,Osazee Aghatise,Right Midfielder,#28,61.2,152,56,66,"1,471"
412,Derby County,English League One,25,Darren Robinson,Center Defensive Midfielder,#26,70.8,146,54,68,"1,498"
412,Derby County,English League One,26,B. Cybulski,Striker,#29,78,192,54,67,"1,303"
413,Ipswich Town,English League One,1,Sam Morsy,Center Defensive Midfielder,#5,70.8,165,71,71,"1,853"
413,Ipswich Town,English League One,2,Leif Davis,Left Wing Back,#3,61.32,154,69,74,"1,800"
413,Ipswich Town,English League One,3,Conor Chaplin,Center Attacking Midfielder,#10,67.2,152,69,70,"1,842"
413,Ipswich Town,English League One,4,Luke Woolfenden,Center Back,#6,76.8,176,68,74,"1,608"
413,Ipswich Town,English League One,5,C. Walton,Goalkeeper,#1,78,159,68,71,"1,100"
413,Ipswich Town,English League One,6,Lee Evans,Center Defensive Midfielder,#8,73.2,194,68,68,"1,889"
413,Ipswich Town,English League One,7,Wes Burns,Right Midfielder,#7,69.6,150,68,68,"1,826"
413,Ipswich Town,English League One,8,Panutche Camará,Center Midfielder,#28,73.2,161,67,70,"1,786"
413,Ipswich Town,English League One,9,Cameron Burgess,Center Back,#15,76.8,179,67,68,"1,496"
413,Ipswich Town,English League One,10,Janoi Donacien,Center Back,#44,72,165,67,68,"1,670"
413,Ipswich Town,English League One,11,Freddie Ladapo,Striker,#9,73.2,174,67,67,"1,621"
413,Ipswich Town,English League One,12,Marcus Harness,Left Wing,#11,61.32,154,67,67,"1,703"
413,Ipswich Town,English League One,13,G. Edmundson,Center Back,#4,75.6,176,66,69,"1,512"
413,Ipswich Town,English League One,14,Dominic Ball,Center Defensive Midfielder,#12,73.2,165,66,67,"1,623"
413,Ipswich Town,English League One,15,Richard Keogh,Center Back,#2,74.4,192,65,65,"1,500"
413,Ipswich Town,English League One,16,Sone Aluko,Right Wing,#23,69.6,137,65,65,"1,704"
413,Ipswich Town,English League One,17,T. John-Jules,Striker,#14,72,165,64,74,"1,605"
413,Ipswich Town,English League One,18,Kyle Edwards,Right Midfielder,#29,69.6,141,64,67,"1,675"
413,Ipswich Town,English League One,19,Greg Leigh,Left Wing Back,#21,61.32,161,64,64,"1,659"
413,Ipswich Town,English League One,20,Kayden Jackson,Right Wing,#19,61.32,161,64,64,"1,622"
413,Ipswich Town,English League One,21,Gassan Ahadme,Striker,#18,74.4,170,63,70,"1,557"
413,Ipswich Town,English League One,22,K. Vincent-Young,Right Wing Back,#24,61.32,154,63,64,"1,731"
413,Ipswich Town,English League One,23,Václav Hladký,Goalkeeper,#31,76.8,176,63,63,"1,250"
413,Ipswich Town,English League One,24,C. Humphreys,Left Midfielder,#30,61.2,154,60,75,"1,682"
413,Ipswich Town,English League One,25,Nick Hayes,Goalkeeper,#32,78,185,56,61,885
414,Melbourne City FC,Australian A-League,1,Jamie Maclaren,Striker,,61.2,168,75,75,"1,956"
414,Melbourne City FC,Australian A-League,2,Valon Berisha,Center Attacking Midfielder,#14,70.8,179,72,72,"2,002"
414,Melbourne City FC,Australian A-League,3,Mathew Leckie,Left Midfielder,#7,61.32,181,71,71,"1,936"
414,Melbourne City FC,Australian A-League,4,A. O'Neill,Center Defensive Midfielder,#13,61.2,154,69,74,"1,887"
414,Melbourne City FC,Australian A-League,5,F. Berenguer,Center Attacking Midfielder,#10,61.32,154,69,69,"1,864"
414,Melbourne City FC,Australian A-League,6,Curtis Good,Center Back,#22,74.4,187,69,69,"1,623"
414,Melbourne City FC,Australian A-League,7,Nuno Reis,Center Back,#4,61.2,161,68,68,"1,768"
414,Melbourne City FC,Australian A-League,8,Andrew Nabbout,Right Midfielder,#15,61.2,183,68,68,"1,858"
414,Melbourne City FC,Australian A-League,9,Thomas Lam,Center Back,#6,74.4,168,67,67,"1,794"
414,Melbourne City FC,Australian A-League,10,Jordan Bos,Left Wing Back,#38,61.32,154,66,79,"1,786"
414,Melbourne City FC,Australian A-League,11,Marco Tilio,Center Attacking Midfielder,#23,68.4,148,66,76,"1,734"
414,Melbourne City FC,Australian A-League,12,R. van der Venne,Center Attacking Midfielder,#8,69.6,159,66,66,"1,825"
414,Melbourne City FC,Australian A-League,13,Scott Jamieson,Left Back,#3,61.2,157,65,65,"1,815"
414,Melbourne City FC,Australian A-League,14,Scott Galloway,Right Back,#2,69.6,159,64,64,"1,705"
414,Melbourne City FC,Australian A-League,15,Tom Glover,Goalkeeper,#1,75.6,198,63,68,939
414,Melbourne City FC,Australian A-League,16,Callum Talbot,Right Back,#25,70.8,163,62,69,"1,602"
414,Melbourne City FC,Australian A-League,17,Taras Gomulka,Center Defensive Midfielder,#16,72,172,60,68,"1,617"
414,Melbourne City FC,Australian A-League,18,Jordon Hall,Center Back,#18,74.4,181,57,60,"1,280"
414,Melbourne City FC,Australian A-League,19,R. Borges Rodrigues,Center Attacking Midfielder,#35,69.6,148,55,69,"1,456"
414,Melbourne City FC,Australian A-League,20,Kerrin Stokes,Center Back,#36,73.2,181,55,66,"1,312"
414,Melbourne City FC,Australian A-League,21,Matthew Sutton,Goalkeeper,#33,74.4,172,55,63,838
414,Melbourne City FC,Australian A-League,22,Max Caputo,Striker,#37,72,163,50,70,"1,324"
414,Melbourne City FC,Australian A-League,23,J. Nieuwenhuizen,Goalkeeper,#40,72,163,50,67,807
414,Melbourne City FC,Australian A-League,24,Luke Oresti,Center Attacking Midfielder,#30,69.6,150,50,66,"1,338"
415,Südtirol,Italian Serie B,1,Andrea Masiello,Center Back,#55,72,181,70,70,"1,566"
415,Südtirol,Italian Serie B,2,S. Mazzocchi,Striker,#9,61.2,154,69,73,"1,627"
415,Südtirol,Italian Serie B,3,Alberto Barison,Center Back,#6,73.2,172,69,71,"1,645"
415,Südtirol,Italian Serie B,4,Giovanni Zaro,Center Back,#19,76.8,176,69,69,"1,444"
415,Südtirol,Italian Serie B,5,Fabian Tait,Center Midfielder,#21,73.2,176,69,69,"1,816"
415,Südtirol,Italian Serie B,6,G. Crociata,Center Attacking Midfielder,#30,70.8,148,68,72,"1,823"
415,Südtirol,Italian Serie B,7,Giacomo Poluzzi,Goalkeeper,#1,73.2,163,68,68,"1,010"
415,Südtirol,Italian Serie B,8,T. D'Orazio,Left Back,#11,73.2,165,68,68,"1,849"
415,Südtirol,Italian Serie B,9,Filippo De Col,Right Back,#26,72,176,68,68,"1,744"
415,Südtirol,Italian Serie B,10,Marco Curto,Center Back,#4,75.6,176,67,74,"1,631"
415,Südtirol,Italian Serie B,11,Matteo Rover,Right Midfielder,#18,73.2,168,67,73,"1,738"
415,Südtirol,Italian Serie B,12,Mirko Carretta,Right Wing,#10,61.2,165,67,67,"1,671"
415,Südtirol,Italian Serie B,13,D. Casiraghi,Right Midfielder,#17,61.2,161,67,67,"1,766"
415,Südtirol,Italian Serie B,14,C. Capone,Center Attacking Midfielder,#37,72,165,66,74,"1,572"
415,Südtirol,Italian Serie B,15,Nicholas Siega,Left Midfielder,#7,61.2,161,66,66,"1,868"
415,Südtirol,Italian Serie B,16,Raphael Odogwu,Striker,#90,74.4,150,66,66,"1,543"
415,Südtirol,Italian Serie B,17,Michele Marconi,Striker,#31,73.2,168,66,66,"1,642"
415,Südtirol,Italian Serie B,18,Marco Moscati,Right Wing,#29,61.32,165,66,66,"1,882"
415,Südtirol,Italian Serie B,19,H. Nicolussi Caviglia,Center Attacking Midfielder,#14,72,154,65,76,"1,712"
415,Südtirol,Italian Serie B,20,L. Belardinelli,Right Back,#16,69.6,150,65,74,"1,696"
415,Südtirol,Italian Serie B,21,Filippo Berra,Right Back,#2,72,176,64,64,"1,490"
415,Südtirol,Italian Serie B,22,A. Iacobucci,Goalkeeper,#22,74.4,181,64,64,"1,137"
415,Südtirol,Italian Serie B,23,Kévin Vinetot,Center Back,#5,73.2,174,64,64,"1,485"
415,Südtirol,Italian Serie B,24,Mattia Sprocati,Left Wing,#93,61.2,165,64,64,"1,515"
415,Südtirol,Italian Serie B,25,Marco Pompetti,Center Attacking Midfielder,#23,70.8,154,62,71,"1,628"
415,Südtirol,Italian Serie B,26,Davide Voltan,Right Wing,#8,61.2,157,62,62,"1,494"
415,Südtirol,Italian Serie B,27,Simone Davi,Left Back,#24,61.2,161,61,68,"1,473"
415,Südtirol,Italian Serie B,28,S. Eklu,Center Defensive Midfielder,#20,73.2,176,57,62,"1,574"
416,FC Groningen,Holland Eredivisie,1,Cyril Ngonge,Striker,#27,61.2,148,73,81,"1,843"
416,FC Groningen,Holland Eredivisie,2,Ricardo Pepi,Striker,#9,73.2,163,69,83,"1,682"
416,FC Groningen,Holland Eredivisie,3,Tomáš Suslov,Center Attacking Midfielder,#7,69.6,159,69,78,"1,819"
416,FC Groningen,Holland Eredivisie,4,N. Kasanwirjo,Center Back,#21,73.2,150,69,78,"1,703"
416,FC Groningen,Holland Eredivisie,5,Florian Krüger,Striker,#23,73.2,179,69,75,"1,675"
416,FC Groningen,Holland Eredivisie,6,Michael Verrips,Goalkeeper,#20,78,198,68,72,922
416,FC Groningen,Holland Eredivisie,7,R. Oratmangoen,Right Midfielder,#34,61.32,154,68,70,"1,609"
416,FC Groningen,Holland Eredivisie,8,Radinio Balker,Center Back,#12,76.8,181,67,73,"1,512"
416,FC Groningen,Holland Eredivisie,9,Daleho Irandust,Center Attacking Midfielder,#10,73.2,161,67,71,"1,711"
416,FC Groningen,Holland Eredivisie,10,Laros Duarte,Center Midfielder,#6,61.32,148,67,70,"1,872"
416,FC Groningen,Holland Eredivisie,11,R. Lundqvist,Center Attacking Midfielder,#22,61.2,163,67,69,"1,835"
416,FC Groningen,Holland Eredivisie,12,P. Leeuwenburgh,Goalkeeper,#1,78,209,67,68,"1,153"
416,FC Groningen,Holland Eredivisie,13,Mike te Wierik,Center Back,#5,75.6,161,67,67,"1,715"
416,FC Groningen,Holland Eredivisie,14,Joey Pelupessy,Center Defensive Midfielder,#4,69.6,139,67,67,"1,812"
416,FC Groningen,Holland Eredivisie,15,Paulos Abraham,Striker,#11,70.8,152,66,79,"1,645"
416,FC Groningen,Holland Eredivisie,16,Damil Dankerlui,Right Wing Back,#2,69.6,141,66,68,"1,760"
416,FC Groningen,Holland Eredivisie,17,I. Määttä,Left Midfielder,#18,74.4,159,65,77,"1,721"
416,FC Groningen,Holland Eredivisie,18,L. van Gelderen,Right Back,#19,61.2,159,65,74,"1,636"
416,FC Groningen,Holland Eredivisie,19,Marin Šverko,Center Back,#3,74.4,179,64,70,"1,576"
416,FC Groningen,Holland Eredivisie,20,Jan Hoekstra,Goalkeeper,#16,75.6,165,63,71,900
416,FC Groningen,Holland Eredivisie,21,Nordin Musampa,Center Back,#24,61.2,159,62,72,"1,504"
416,FC Groningen,Holland Eredivisie,22,Kian Slor,Right Midfielder,#44,61.32,170,62,70,"1,516"
416,FC Groningen,Holland Eredivisie,23,Joël van Kaam,Right Midfielder,#28,61.2,154,62,70,"1,658"
416,FC Groningen,Holland Eredivisie,24,Luciano Valente,Center Attacking Midfielder,#40,75.6,172,61,76,"1,509"
416,FC Groningen,Holland Eredivisie,25,Emmanuel Matuta,Center Back,#14,75.6,172,60,71,"1,552"
416,FC Groningen,Holland Eredivisie,26,Yahya Kalley,Left Back,#15,73.2,165,60,70,"1,479"
416,FC Groningen,Holland Eredivisie,27,Jan de Boer,Goalkeeper,#25,79.2,209,60,70,886
417,FC Luzern,Swiss Super League,1,Marius Müller,Goalkeeper,#1,76.8,203,73,75,"1,125"
417,FC Luzern,Swiss Super League,2,Max Meyer,Center Attacking Midfielder,#7,69.6,148,73,74,"1,982"
417,FC Luzern,Swiss Super League,3,Ardon Jashari,Center Attacking Midfielder,#6,61.32,181,70,83,"1,892"
417,FC Luzern,Swiss Super League,4,Mohamed Dräger,Right Back,#2,61.2,163,70,73,"1,873"
417,FC Luzern,Swiss Super League,5,Jakub Kadak,Center Attacking Midfielder,#16,61.2,152,68,77,"1,741"
417,FC Luzern,Swiss Super League,6,Martin Frýdek,Left Back,#13,61.2,161,68,68,"1,913"
417,FC Luzern,Swiss Super League,7,Marco Burch,Center Back,#46,72,163,67,78,"1,634"
417,FC Luzern,Swiss Super League,8,Asumah Abubakar,Striker,#21,72,157,67,70,"1,715"
417,FC Luzern,Swiss Super League,9,Pius Dorn,Right Midfielder,#20,61.2,163,67,68,"1,808"
417,FC Luzern,Swiss Super League,10,Vaso Vasić,Goalkeeper,#90,73.2,176,67,67,"1,126"
417,FC Luzern,Swiss Super League,11,Joaquín Ardaiz,Striker,#19,72,187,66,71,"1,677"
417,FC Luzern,Swiss Super League,12,Denis Simani,Center Back,#5,74.4,198,66,66,"1,617"
417,FC Luzern,Swiss Super League,13,Pascal Schürpf,Striker,#11,75.6,187,66,66,"1,839"
417,FC Luzern,Swiss Super League,14,Dejan Sorgić,Striker,#9,61.2,163,66,66,"1,784"
417,FC Luzern,Swiss Super League,15,Thibault Klidje,Striker,#17,70.8,143,65,76,"1,633"
417,FC Luzern,Swiss Super League,16,Nicky Beloko,Center Defensive Midfielder,#18,72,181,65,74,"1,736"
417,FC Luzern,Swiss Super League,17,C. Gentner,Center Midfielder,#4,74.4,179,65,65,"1,778"
417,FC Luzern,Swiss Super League,18,Samuele Campo,Center Attacking Midfielder,#10,61.2,154,65,65,"1,686"
417,FC Luzern,Swiss Super League,19,Lorik Emini,Center Defensive Midfielder,#31,70.8,163,64,72,"1,755"
417,FC Luzern,Swiss Super League,20,Sofyan Chader,Center Attacking Midfielder,#69,61.2,154,63,70,"1,488"
417,FC Luzern,Swiss Super League,21,Ismajl Beka,Center Back,#30,79.2,181,60,68,"1,390"
417,FC Luzern,Swiss Super League,22,Severin Ottiger,Center Back,#74,72,181,56,68,"1,373"
417,FC Luzern,Swiss Super League,23,Thoma Monney,Center Back,#24,75.6,190,54,64,"1,205"
417,FC Luzern,Swiss Super League,24,Leny Meyer,Left Back,#33,72,161,53,74,"1,306"
417,FC Luzern,Swiss Super League,25,Noah Rupp,Center Attacking Midfielder,#41,72,165,53,73,"1,440"
417,FC Luzern,Swiss Super League,26,Luca Jaquez,Center Back,#71,74.4,174,53,72,"1,259"
417,FC Luzern,Swiss Super League,27,N. Toggenburger,Striker,#22,61.32,161,53,71,"1,279"
417,FC Luzern,Swiss Super League,28,Raphael Radtke,Goalkeeper,#44,74.4,161,53,70,853
418,FC St. Gallen 1879,Swiss Super League,1,L. Zigi,Goalkeeper,#1,74.4,192,74,79,"1,210"
418,FC St. Gallen 1879,Swiss Super League,2,Lukas Görtler,Center Midfielder,#16,73.2,176,74,74,"1,993"
418,FC St. Gallen 1879,Swiss Super League,3,Jordi Quintillà,Center Midfielder,#8,61.32,161,71,71,"1,962"
418,FC St. Gallen 1879,Swiss Super League,4,Albert Vallci,Center Back,#20,75.6,181,70,71,"1,840"
418,FC St. Gallen 1879,Swiss Super League,5,L. Stergiou,Center Back,#4,61.32,165,69,84,"1,600"
418,FC St. Gallen 1879,Swiss Super League,6,J. Guillemenot,Right Midfielder,#9,72,161,68,72,"1,789"
418,FC St. Gallen 1879,Swiss Super League,7,Chadrac Akolo,Right Wing,#77,69.6,159,68,68,"1,750"
418,FC St. Gallen 1879,Swiss Super League,8,E. Latte Lath,Striker,#22,61.2,165,67,74,"1,677"
418,FC St. Gallen 1879,Swiss Super League,9,Basil Stillhart,Center Midfielder,#6,61.2,168,67,67,"1,881"
418,FC St. Gallen 1879,Swiss Super League,10,Daouda Guindo,Left Wing Back,#19,72,159,66,82,"1,689"
418,FC St. Gallen 1879,Swiss Super League,11,Matej Maglica,Center Back,#5,79.2,218,65,73,"1,491"
418,FC St. Gallen 1879,Swiss Super League,12,Julian von Moos,Striker,#11,61.2,157,63,75,"1,590"
418,FC St. Gallen 1879,Swiss Super League,13,Fabian Schubert,Striker,#7,76.8,185,63,63,"1,560"
418,FC St. Gallen 1879,Swiss Super League,14,Randy Schneider,Center Attacking Midfielder,#27,68.4,154,62,74,"1,566"
418,FC St. Gallen 1879,Swiss Super League,15,Lukas Watkowiak,Goalkeeper,#25,79.2,232,62,66,885
418,FC St. Gallen 1879,Swiss Super League,16,Gregory Karlen,Striker,#23,74.4,174,62,62,"1,728"
